data,uf,canal,categoria,segmento,produto,quantidade,receita,custo,lucro
2024-08-13 08:50:07.923169264,SP,Representante,Móveis,Varejo,Produto_19,6,4.824.553.506.554.490,35.463.861.801.967.900,1.278.167.326.357.690
2024-08-13 22:51:25.714285712,RJ,Marketplace,Acessórios,Corporativo,Produto_90,13,17.167.888.757.585.300,1.268.002.491.386.770,4.487.863.843.717.590
2024-08-14 12:52:43.505402160,RJ,Online,Acessórios,Varejo,Produto_87,13,31.524.487.935.696.400,177.906.841.751.892,13.733.803.760.507.200
2024-08-14 19:53:22.400960384,SC,Representante,Serviços,Varejo,Produto_78,3,4.496.482.346.098.690,29.134.916.185.230.600,15.829.907.275.756.300
2024-08-15 09:54:40.192076832,SP,Loja Física,Informática,Distribuidor,Produto_12,12,25.480.527.767.286.900,14.321.943.750.597.500,1.115.858.401.668.940
2024-08-15 09:54:40.192076832,SP,Representante,Informática,Varejo,Produto_28,14,1.632.069.444.881.500,11.360.459.123.979.600,49.602.353.248.354.000
2024-08-15 23:55:57.983193280,BA,Representante,Móveis,Varejo,Produto_59,9,10.687.162.429.455.300,64.370.540.543.606.500,4.250.108.375.094.660
2024-08-16 13:57:15.774309720,PR,Loja Física,Informática,Varejo,Produto_118,3,33.565.761.291.993.800,19.933.687.771.034.400,13.632.073.520.959.400
2024-08-16 20:57:54.669867944,MG,Online,Acessórios,Varejo,Produto_15,8,15.728.964.286.622.700,11.834.539.616.259.600,3.894.424.670.363.100
2024-08-17 17:59:51.356542616,MG,Loja Física,Móveis,Corporativo,Produto_42,13,1.092.412.186.493.120,7.887.063.019.083.840,30.370.588.458.473.900
2024-08-18 01:00:30.252100840,PR,Representante,Serviços,Distribuidor,Produto_40,8,7.367.013.096.929.110,6.196.021.498.208.260,11.709.915.987.208.500
2024-08-18 01:00:30.252100840,RS,Marketplace,Eletrônicos,Varejo,Produto_69,1,6.387.435.128.820.190,39.260.094.502.573.900,24.614.256.785.628.000
2024-08-18 08:01:09.147659064,SC,Representante,Serviços,Corporativo,Produto_113,12,23.965.042.617.646.500,1.830.807.706.795.130,5.656.965.549.695.230
2024-08-18 22:02:26.938775512,MG,Loja Física,Acessórios,Varejo,Produto_108,5,4.125.396.255.457.190,3.002.186.810.098.770,11.232.094.453.584.100
2024-08-18 22:02:26.938775512,RJ,Marketplace,Acessórios,Corporativo,Produto_7,9,8.994.317.197.445.660,7.617.577.973.158.060,13.767.392.242.876.000
2024-08-19 05:03:05.834333736,SP,Representante,Móveis,Varejo,Produto_105,14,4.767.068.753.304.600,29.545.056.593.776.200,18.125.630.939.269.800
2024-08-19 05:03:05.834333736,MG,Representante,Eletrônicos,Distribuidor,Produto_64,2,4.411.010.480.828.400,2.594.448.047.764.000,18.165.624.330.643.900
2024-08-19 19:04:23.625450176,ES,Representante,Eletrônicos,Distribuidor,Produto_64,7,28.901.023.618.467.400,23.903.403.388.505.700,4.997.620.229.961.670
2024-08-20 02:05:02.521008400,BA,Loja Física,Móveis,Corporativo,Produto_114,4,4.694.327.820.788.950,29.860.663.002.873.200,17.082.615.205.016.300
2024-08-20 02:05:02.521008400,PR,Loja Física,Eletrônicos,Varejo,Produto_70,8,4.903.309.227.168.310,30.590.330.700.672.400,1.844.276.157.101.060
2024-08-20 02:05:02.521008400,RJ,Online,Informática,Corporativo,Produto_58,5,19.236.384.029.597.100,10.998.727.906.743.700,8.237.656.122.853.390
2024-08-20 16:06:20.312124848,MG,Loja Física,Acessórios,Corporativo,Produto_97,7,16.136.099.955.528.100,10.971.791.423.755.100,5.164.308.531.772.980
2024-08-20 16:06:20.312124848,ES,Online,Móveis,Varejo,Produto_6,7,37.254.596.333.524.300,232.415.111.708.292,14.013.085.162.695.100
2024-08-20 16:06:20.312124848,PR,Online,Acessórios,Corporativo,Produto_101,6,25.920.083.578.249.000,21.143.751.110.580.100,4.776.332.467.668.890
2024-08-20 16:06:20.312124848,BA,Marketplace,Móveis,Corporativo,Produto_88,4,5.685.633.230.707.040,4.615.158.711.781.480,10.704.745.189.255.600
2024-08-20 16:06:20.312124848,SC,Loja Física,Informática,Corporativo,Produto_35,4,9.393.559.639.847.680,7.512.533.613.702.830,18.810.260.261.448.500
2024-08-21 06:07:38.103241296,SC,Loja Física,Informática,Distribuidor,Produto_54,8,9.378.420.717.644.310,5.940.797.207.684.990,34.376.235.099.593.100
2024-08-21 06:07:38.103241296,ES,Loja Física,Acessórios,Distribuidor,Produto_104,11,3.082.324.286.309.810,18.784.421.467.097.300,12.038.821.396.000.800
2024-08-21 20:08:55.894357744,RS,Loja Física,Eletrônicos,Distribuidor,Produto_85,5,4.038.840.030.607.110,31.159.908.546.942.800,9.228.491.759.128.340
2024-08-22 10:10:13.685474192,RS,Loja Física,Acessórios,Varejo,Produto_103,14,2.854.673.704.580.530,184.968.911.501.365,10.049.845.895.668.800
2024-08-24 11:14:45.954381752,RJ,Online,Móveis,Corporativo,Produto_23,3,22.383.986.019.096.700,16.381.035.416.324.600,600.295.060.277.215
2024-08-25 08:16:42.641056424,MG,Representante,Móveis,Distribuidor,Produto_58,9,11.784.643.512.404.400,8.481.296.931.728.230,33.033.465.806.761.600
2024-08-25 22:18:00.432172872,SC,Loja Física,Acessórios,Distribuidor,Produto_50,14,2.847.859.653.311.750,2.082.560.848.080.560,7.652.988.052.311.920
2024-08-25 22:18:00.432172872,PR,Representante,Eletrônicos,Distribuidor,Produto_96,13,2.877.882.684.352.340,22.456.821.579.755.900,63.220.052.637.674.200
2024-08-25 22:18:00.432172872,ES,Loja Física,Informática,Varejo,Produto_49,1,7.160.225.382.612.950,5.999.601.292.273.170,11.606.240.903.397.800
2024-08-26 12:19:18.223289312,ES,Loja Física,Eletrônicos,Corporativo,Produto_96,8,19.098.271.996.886.300,11.260.904.960.258.300,7.837.367.036.628.010
2024-08-26 12:19:18.223289312,SP,Online,Eletrônicos,Corporativo,Produto_96,9,2.013.055.909.382.820,15.156.682.353.855.400,4.973.876.739.972.840
2024-08-26 19:19:57.118847536,RS,Representante,Acessórios,Varejo,Produto_56,13,26.900.862.733.257.800,15.702.897.727.559.600,11.197.965.005.698.100
2024-08-27 02:20:36.014405760,SP,Representante,Serviços,Varejo,Produto_90,10,1.992.635.561.830.780,13.611.957.677.908.400,6.314.397.940.399.430
2024-08-27 02:20:36.014405760,BA,Loja Física,Eletrônicos,Corporativo,Produto_65,2,32.000.646.437.101.500,2.563.403.681.307.240,6.366.609.624.029.140
2024-08-27 02:20:36.014405760,MG,Online,Móveis,Distribuidor,Produto_2,8,173.705.088.594.918,13.349.381.811.350.200,4.021.127.048.141.540
2024-08-27 02:20:36.014405760,MG,Loja Física,Eletrônicos,Corporativo,Produto_115,8,1.111.702.764.663.430,6.645.196.843.759.160,4.471.830.802.875.190
2024-08-27 09:21:14.909963984,MG,Marketplace,Acessórios,Corporativo,Produto_61,4,3.630.381.233.582.330,28.776.105.395.099.100,7.527.706.940.724.230
2024-08-27 16:21:53.805522208,RS,Representante,Informática,Varejo,Produto_90,4,3.680.864.708.268.180,2.770.717.264.599.740,910.147.443.668.439
2024-08-27 23:22:32.701080432,BA,Marketplace,Acessórios,Varejo,Produto_107,12,621.389.645.093.802,4.204.933.560.742.990,20.089.628.901.950.200
2024-08-28 06:23:11.596638656,MG,Representante,Móveis,Varejo,Produto_84,7,15.324.683.010.098.200,1.209.299.646.281.080,32.316.865.472.874.800
2024-08-28 13:23:50.492196880,BA,Marketplace,Móveis,Distribuidor,Produto_86,12,27.744.503.021.672.400,16.219.910.029.151.000,11.524.592.992.521.400
2024-08-28 20:24:29.387755104,BA,Loja Física,Eletrônicos,Distribuidor,Produto_44,6,773.328.642.334.036,4.776.893.773.332.260,29.563.926.500.080.900
2024-08-29 03:25:08.283313328,SC,Online,Eletrônicos,Varejo,Produto_113,6,2.335.106.726.643.440,16.292.582.217.531.500,7.058.485.048.902.930
2024-08-29 10:25:47.178871552,RS,Online,Acessórios,Varejo,Produto_86,14,2.174.974.274.748.810,12.682.803.915.055.100,9.066.938.832.433.030
2024-08-30 00:27:04.969987992,ES,Representante,Eletrônicos,Varejo,Produto_8,1,18.009.947.480.911.500,14.950.476.305.707.900,30.594.711.752.035.500
2024-08-30 00:27:04.969987992,RS,Loja Física,Acessórios,Corporativo,Produto_73,6,9.500.733.423.982.680,525.080.677.913.486,4.249.926.644.847.820
2024-08-30 07:27:43.865546216,SC,Online,Serviços,Distribuidor,Produto_98,14,17.743.372.331.200.800,15.048.704.344.033.200,26.946.679.871.675.900
2024-08-30 07:27:43.865546216,ES,Loja Física,Móveis,Distribuidor,Produto_49,7,12.878.043.205.630.700,7.554.428.442.533.610,5.323.614.763.097.130
2024-09-01 01:31:37.238895560,SC,Loja Física,Eletrônicos,Varejo,Produto_7,1,1.913.946.547.425.820,15.340.039.619.485.700,37.994.258.547.725.400
2024-09-01 08:32:16.134453784,BA,Representante,Eletrônicos,Distribuidor,Produto_45,4,9.098.034.641.506.290,5.397.645.424.594.590,3.700.389.216.911.690
2024-09-01 22:33:33.925570224,MG,Online,Eletrônicos,Varejo,Produto_62,12,28.727.792.260.685.200,22.363.026.525.289.700,6.364.765.735.395.440
2024-09-02 12:34:51.716686672,MG,Loja Física,Eletrônicos,Corporativo,Produto_25,14,48.080.057.645.433.500,2.913.222.699.227.610,18.947.830.653.157.300
2024-09-02 12:34:51.716686672,RS,Representante,Acessórios,Distribuidor,Produto_101,14,45.057.997.534.777.500,36.901.346.531.805.500,8.156.651.002.972.000
2024-09-03 02:36:09.507803120,ES,Loja Física,Eletrônicos,Corporativo,Produto_31,11,8.554.012.316.207.270,5.385.589.047.994.260,3.168.423.268.213.000
2024-09-03 09:36:48.403361344,BA,Loja Física,Móveis,Varejo,Produto_93,7,6.195.007.586.120.790,4.639.805.123.101.410,15.552.024.630.193.700
2024-09-04 06:38:45.090036016,ES,Representante,Informática,Distribuidor,Produto_59,14,32.660.156.669.375.400,2.262.068.929.283.000,10.039.467.376.545.400
2024-09-04 06:38:45.090036016,RS,Marketplace,Móveis,Corporativo,Produto_39,6,11.768.821.363.180.000,6.624.444.130.747.030,514.437.723.243.303
2024-09-04 06:38:45.090036016,PR,Loja Física,Eletrônicos,Varejo,Produto_15,4,8.502.718.444.048.140,54.010.167.755.995.600,31.017.016.684.485.800
2024-09-04 13:39:23.985594240,SC,Online,Eletrônicos,Distribuidor,Produto_83,1,2.819.791.680.834.100,2.175.047.586.456.110,6.447.440.943.779.950
2024-09-04 13:39:23.985594240,RJ,Online,Móveis,Corporativo,Produto_25,3,16.082.794.253.551.900,11.849.965.545.719.400,423.282.870.783.248
2024-09-05 03:40:41.776710680,ES,Representante,Acessórios,Varejo,Produto_33,12,9.061.896.633.258.820,68.838.807.127.924.900,21.780.159.204.663.300
2024-09-05 10:41:20.672268904,SC,Marketplace,Móveis,Corporativo,Produto_67,5,29.256.833.261.224.700,19.161.812.904.929.500,10.095.020.356.295.200
2024-09-05 17:41:59.567827128,SP,Marketplace,Serviços,Corporativo,Produto_91,2,4.630.394.076.464.990,3.104.263.630.560.860,1.526.130.445.904.130
2024-09-05 17:41:59.567827128,RJ,Loja Física,Eletrônicos,Distribuidor,Produto_54,11,2.378.896.389.745.260,1.577.917.153.928.300,8.009.792.358.169.580
2024-09-06 00:42:38.463385352,SP,Online,Eletrônicos,Corporativo,Produto_42,9,1.704.200.793.193.490,10.671.079.320.153.700,637.092.861.178.117
2024-09-06 00:42:38.463385352,RS,Online,Acessórios,Corporativo,Produto_33,10,10.059.182.524.157.200,6.595.030.860.145.210,34.641.516.640.120.000
2024-09-06 07:43:17.358943576,BA,Online,Móveis,Corporativo,Produto_19,10,2.364.172.907.154.510,16.695.314.936.415.400,6.946.414.135.129.670
2024-09-06 14:43:56.254501800,RS,Representante,Móveis,Corporativo,Produto_81,9,7.852.055.837.943.960,6.404.017.493.297.640,14.480.383.446.463.100
2024-09-06 21:44:35.150060024,RS,Loja Física,Acessórios,Varejo,Produto_16,1,4.831.640.828.369.570,3.371.822.247.978.720,14.598.185.803.908.500
2024-09-07 04:45:14.045618248,ES,Marketplace,Informática,Varejo,Produto_46,11,19.255.080.717.368.000,10.911.143.479.964.600,8.343.937.237.403.430
2024-09-07 18:46:31.836734696,RJ,Marketplace,Informática,Varejo,Produto_62,9,7.547.704.102.873.900,465.275.892.846.433,2.894.945.174.409.570
2024-09-08 01:47:10.732292920,SC,Representante,Móveis,Corporativo,Produto_92,11,12.909.333.755.763.200,9.875.504.477.331.270,3.033.829.278.431.990
2024-09-08 15:48:28.523409360,PR,Online,Acessórios,Varejo,Produto_67,5,1.070.110.967.212.030,8.035.791.463.500.220,26.653.182.086.201.100
2024-09-08 22:49:07.418967584,RJ,Online,Serviços,Corporativo,Produto_104,13,204.352.246.056.432,17.252.955.761.601.200,31.822.688.440.419.300
2024-09-09 05:49:46.314525808,BA,Online,Acessórios,Distribuidor,Produto_76,13,14.996.545.704.315.900,8.287.989.200.951.200,6.708.556.503.364.760
2024-09-09 05:49:46.314525808,SP,Online,Eletrônicos,Varejo,Produto_116,3,5.613.248.916.456.290,4.763.131.050.139.630,850.117.866.316.662
2024-09-11 06:54:18.583433376,RJ,Marketplace,Informática,Distribuidor,Produto_119,2,4.613.676.620.277.170,3.214.069.939.605.410,13.996.066.806.717.500
2024-09-11 06:54:18.583433376,SC,Representante,Serviços,Varejo,Produto_68,1,8.136.239.792.726.050,49.367.668.374.326.200,31.994.729.552.934.300
2024-09-11 13:54:57.478991600,BA,Online,Serviços,Varejo,Produto_54,9,1.929.275.036.326.310,15.732.501.944.562.100,35.602.484.187.009.600
2024-09-11 20:55:36.374549816,SC,Representante,Eletrônicos,Corporativo,Produto_94,14,300.042.044.783.191,22.652.907.217.129.500,7.351.297.261.189.570
2024-09-12 03:56:15.270108040,BA,Representante,Informática,Distribuidor,Produto_99,13,12.654.106.287.794.000,7.606.064.757.753.470,5.048.041.530.040.580
2024-09-12 03:56:15.270108040,SC,Online,Móveis,Corporativo,Produto_15,1,19.859.062.490.308.200,13.265.557.863.310.900,6.593.504.626.997.330
2024-09-12 17:57:33.061224488,RS,Representante,Informática,Corporativo,Produto_61,2,4.357.922.486.956.640,33.017.970.555.739.300,1.056.125.431.382.700
2024-09-13 00:58:11.956782712,MG,Online,Móveis,Corporativo,Produto_12,3,5.547.719.763.958.880,39.782.158.086.552.700,15.695.039.553.036.100
2024-09-14 05:00:47.539015608,SC,Online,Móveis,Corporativo,Produto_9,6,55.980.535.533.637.800,31.836.267.507.241.200,2.414.426.802.639.660
2024-09-14 05:00:47.539015608,SP,Representante,Serviços,Varejo,Produto_99,1,10.339.940.104.152.800,5.770.674.153.660.640,4.569.265.950.492.180
2024-09-14 19:02:05.330132056,SP,Online,Acessórios,Distribuidor,Produto_63,4,19.698.428.374.662.900,10.840.805.233.067.500,885.762.314.159.537
2024-09-15 09:03:23.121248496,RJ,Marketplace,Móveis,Varejo,Produto_70,9,7.848.385.594.265.250,6.296.582.925.413.290,15.518.026.688.519.600
2024-09-15 16:04:02.016806720,SP,Loja Física,Serviços,Corporativo,Produto_100,8,1.307.350.184.205.010,9.429.829.230.638.980,36.436.726.114.111.600
2024-09-15 23:04:40.912364944,RJ,Online,Móveis,Distribuidor,Produto_23,13,22.529.550.804.905.100,1.525.736.451.791.410,7.272.186.286.991.020
2024-09-16 06:05:19.807923168,SP,Online,Móveis,Distribuidor,Produto_62,10,9.466.912.003.103.420,54.237.611.209.001.800,40.431.508.822.032.400
2024-09-16 20:06:37.599039616,SP,Marketplace,Serviços,Corporativo,Produto_104,1,24.145.947.168.073.300,134.773.200.439.252,10.668.627.124.148.100
2024-09-16 20:06:37.599039616,RS,Loja Física,Informática,Distribuidor,Produto_79,11,7.301.202.347.123.240,5.274.170.058.592.400,20.270.322.885.308.300
2024-09-17 03:07:16.494597840,RJ,Loja Física,Acessórios,Varejo,Produto_7,11,22.732.425.888.967.300,1.886.381.440.240.570,38.686.114.865.615.600
2024-09-17 03:07:16.494597840,RJ,Marketplace,Eletrônicos,Corporativo,Produto_59,12,12.774.807.014.445.400,8.885.300.382.640.110,3.889.506.631.805.360
2024-09-18 00:09:13.181272512,SP,Marketplace,Eletrônicos,Corporativo,Produto_54,14,3.333.566.977.284.390,27.905.051.047.261.300,5.430.618.725.582.560
2024-09-18 07:09:52.076830728,SP,Online,Acessórios,Distribuidor,Produto_46,6,12.797.828.282.870.200,8.370.940.453.764.320,442.688.782.910.591
2024-09-18 14:10:30.972388952,MG,Online,Serviços,Corporativo,Produto_32,5,7.556.466.549.010.840,4.184.935.021.715.180,33.715.315.272.956.500
2024-09-18 21:11:09.867947176,SC,Loja Física,Informática,Varejo,Produto_49,10,22.728.009.963.963.000,15.387.431.236.586.000,7.340.578.727.376.950
2024-09-19 04:11:48.763505400,SP,Loja Física,Informática,Distribuidor,Produto_60,12,1.810.708.279.597.070,10.244.928.196.603.500,7.862.154.599.367.220
2024-09-19 11:12:27.659063624,RJ,Loja Física,Serviços,Corporativo,Produto_15,13,1.139.596.167.527.320,6.767.679.264.979.530,4.628.282.410.293.670
2024-09-19 11:12:27.659063624,MG,Representante,Informática,Varejo,Produto_63,7,1.567.668.513.517.440,12.558.942.580.887.900,3.117.742.554.286.520
2024-09-19 18:13:06.554621848,BA,Online,Serviços,Varejo,Produto_90,3,203.192.697.486.454,16.602.758.729.730.600,37.165.110.189.147.300
2024-09-20 01:13:45.450180072,ES,Representante,Informática,Varejo,Produto_52,5,7.834.552.416.602.570,5.538.789.278.455.880,22.957.631.381.466.900
2024-09-20 08:14:24.345738296,ES,Marketplace,Móveis,Varejo,Produto_37,7,10.945.532.047.864.900,6.531.393.842.583.670,4.414.138.205.281.270
2024-09-20 08:14:24.345738296,SP,Marketplace,Eletrônicos,Varejo,Produto_66,11,16.088.398.814.239.200,11.479.909.990.026.300,4.608.488.824.212.880
2024-09-21 12:16:59.927971184,SC,Loja Física,Acessórios,Varejo,Produto_16,13,13.287.853.274.681.000,11.201.457.214.990.600,20.863.960.596.903.900
2024-09-21 19:17:38.823529408,BA,Online,Eletrônicos,Corporativo,Produto_113,14,292.490.267.237.319,1.922.547.673.867.330,1.002.354.998.505.850
2024-09-21 19:17:38.823529408,SC,Marketplace,Serviços,Distribuidor,Produto_35,1,23.417.200.877.500.600,14.279.859.682.781.800,9.137.341.194.718.800
2024-09-21 19:17:38.823529408,SC,Loja Física,Serviços,Corporativo,Produto_81,12,2.710.326.456.806.100,22.571.542.436.953,45.317.221.311.080.500
2024-09-22 09:18:56.614645856,RJ,Marketplace,Serviços,Distribuidor,Produto_35,4,16.764.654.344.351.500,1.058.463.414.503.590,6.180.020.199.315.530
2024-09-22 09:18:56.614645856,ES,Representante,Informática,Varejo,Produto_21,6,14.714.201.731.366.600,929.090.750.432.109,5.423.294.227.045.520
2024-09-22 16:19:35.510204080,RJ,Representante,Informática,Varejo,Produto_12,2,4.437.084.672.447.460,3.383.353.631.339.210,1.053.731.041.108.250
2024-09-22 23:20:14.405762304,SC,Representante,Móveis,Distribuidor,Produto_16,4,29.594.280.013.841.900,2.090.334.568.565.550,8.690.934.328.186.370
2024-09-22 23:20:14.405762304,RS,Online,Serviços,Distribuidor,Produto_37,8,881.467.283.994.186,5.984.016.861.313.100,28.306.559.786.287.500
2024-09-23 06:20:53.301320528,RJ,Representante,Informática,Varejo,Produto_61,2,28.715.977.446.853.500,20.376.622.055.925.500,8.339.355.390.927.940
2024-09-23 06:20:53.301320528,PR,Loja Física,Acessórios,Distribuidor,Produto_81,6,47.499.569.206.340.000,2.634.716.701.874.900,21.152.402.187.590.900
2024-09-23 06:20:53.301320528,RS,Online,Informática,Varejo,Produto_24,5,12.265.331.260.742.700,6.811.421.691.076.530,5.453.909.569.666.220
2024-09-23 20:22:11.092436976,PR,Marketplace,Eletrônicos,Distribuidor,Produto_95,2,33.130.499.255.032.400,19.846.386.848.096.400,13.284.112.406.935.900
2024-09-24 10:23:28.883553424,RS,Loja Física,Móveis,Varejo,Produto_58,5,5.559.307.338.082.680,4.243.457.179.398.360,1.315.850.158.684.310
2024-09-24 10:23:28.883553424,SP,Marketplace,Eletrônicos,Corporativo,Produto_98,12,5.740.275.105.877.850,4.783.632.040.937.690,9.566.430.649.401.620
2024-09-24 17:24:07.779111648,MG,Online,Eletrônicos,Varejo,Produto_90,7,167.549.005.397.584,9.923.423.123.468.070,6.831.477.416.290.320
2024-09-25 14:26:04.465786312,RS,Representante,Acessórios,Distribuidor,Produto_51,13,31.214.192.859.403.400,19.842.695.754.871.100,11.371.497.104.532.300
2024-09-25 14:26:04.465786312,RS,Representante,Eletrônicos,Corporativo,Produto_99,6,731.598.119.823.856,5.916.618.811.924.630,1.399.362.386.313.920
2024-09-25 21:26:43.361344536,SP,Online,Eletrônicos,Corporativo,Produto_30,2,3.831.553.585.572.930,31.777.334.657.386.800,6.538.201.198.342.460
2024-09-26 04:27:22.256902760,ES,Loja Física,Eletrônicos,Varejo,Produto_93,1,11.730.237.458.897.100,7.358.727.120.902.580,43.715.103.379.946.000
2024-09-26 04:27:22.256902760,SC,Loja Física,Acessórios,Distribuidor,Produto_105,11,5.812.616.331.010.980,4.079.711.370.582.530,17.329.049.604.284.400
2024-09-26 11:28:01.152460984,MG,Online,Eletrônicos,Corporativo,Produto_75,12,15.203.160.213.084.800,10.652.160.222.439.400,4.550.999.990.645.410
2024-09-26 11:28:01.152460984,SP,Marketplace,Móveis,Varejo,Produto_35,6,11.814.181.914.850.800,72.525.120.189.463.200,45.616.698.959.045.100
2024-09-26 11:28:01.152460984,SP,Online,Informática,Corporativo,Produto_64,11,2.060.677.408.221.080,1.741.431.571.714.510,31.924.583.650.656.800
2024-09-27 01:29:18.943577432,SP,Representante,Informática,Corporativo,Produto_8,7,4.757.646.785.583.850,27.708.896.260.929.100,19.867.571.594.909.300
2024-09-27 15:30:36.734693880,SP,Loja Física,Eletrônicos,Corporativo,Produto_81,8,51.003.087.431.500.700,3.320.920.213.273.370,17.793.885.298.767.000
2024-09-27 15:30:36.734693880,ES,Representante,Eletrônicos,Varejo,Produto_113,14,13.194.975.544.412.700,7.414.939.298.222.960,5.780.036.246.189.780
2024-09-27 15:30:36.734693880,BA,Marketplace,Informática,Varejo,Produto_87,13,10.255.851.947.152.600,5.948.527.304.960.280,4.307.324.642.192.370
2024-09-28 05:31:54.525810320,RS,Representante,Eletrônicos,Corporativo,Produto_49,2,2.117.759.922.118.000,12.316.634.557.548.100,8.860.964.663.631.950
2024-09-28 12:32:33.421368544,MG,Marketplace,Acessórios,Distribuidor,Produto_83,10,39.504.253.841.843.900,2.615.403.323.819.780,13.350.220.603.646.100
2024-09-28 12:32:33.421368544,ES,Online,Móveis,Varejo,Produto_115,6,1.325.851.024.806.830,8.899.876.302.428.380,435.863.394.563.993
2024-09-28 19:33:12.316926768,RJ,Loja Física,Móveis,Distribuidor,Produto_90,10,5.679.304.521.742.050,3.389.711.072.648.250,22.895.934.490.937.900
2024-09-29 16:35:09.003601440,ES,Representante,Acessórios,Varejo,Produto_119,2,6.676.510.477.269.580,47.150.260.394.006.800,19.614.844.378.689.000
2024-09-29 23:35:47.899159664,BA,Representante,Eletrônicos,Varejo,Produto_76,13,5.749.061.984.389.600,4.442.814.874.615.570,13.062.471.097.740.300
2024-09-30 06:36:26.794717888,BA,Representante,Serviços,Varejo,Produto_16,14,18.195.373.181.009.200,11.373.238.755.850.500,6.822.134.425.158.730
2024-09-30 13:37:05.690276112,BA,Online,Acessórios,Varejo,Produto_17,3,2.383.323.819.381.430,14.467.386.281.296.300,9.365.851.912.517.980
2024-09-30 20:37:44.585834336,SP,Representante,Acessórios,Corporativo,Produto_76,12,2.517.860.579.183.700,2.129.435.514.030.540,388.425.065.153.162
2024-10-01 03:38:23.481392560,RS,Representante,Acessórios,Varejo,Produto_49,11,2.967.629.291.298.050,2.215.625.563.649.860,752.003.727.648.193
2024-10-01 03:38:23.481392560,RS,Marketplace,Informática,Corporativo,Produto_118,14,15.664.254.988.437.100,102.042.031.802.565,5.460.051.808.180.630
2024-10-01 10:39:02.376950776,RJ,Marketplace,Serviços,Corporativo,Produto_54,7,15.825.234.867.733.100,8.968.037.666.054.890,68.571.972.016.782.100
2024-10-01 17:39:41.272509000,BA,Marketplace,Móveis,Distribuidor,Produto_90,3,23.685.175.338.192.300,1.579.204.657.402.840,7.893.128.764.163.960
2024-10-01 17:39:41.272509000,BA,Loja Física,Eletrônicos,Distribuidor,Produto_79,7,9.322.589.607.937.400,7.835.710.535.119.610,148.687.907.281.779
2024-10-01 17:39:41.272509000,MG,Loja Física,Móveis,Distribuidor,Produto_99,3,5.421.151.099.414.760,41.231.826.219.879.800,12.979.684.774.267.700
2024-10-02 21:42:16.854741896,SC,Loja Física,Acessórios,Corporativo,Produto_68,13,2.553.950.564.470.580,18.700.016.513.871.700,6.839.489.130.834.100
2024-10-02 21:42:16.854741896,BA,Online,Serviços,Distribuidor,Produto_57,8,6.638.628.762.333.370,4.949.670.679.185.390,16.889.580.831.479.800
2024-10-03 04:42:55.750300120,RS,Representante,Acessórios,Varejo,Produto_92,9,87.185.767.960.723,49.109.413.550.051.100,3.807.635.441.067.180
2024-10-03 11:43:34.645858344,PR,Online,Móveis,Distribuidor,Produto_12,11,1.950.407.801.996.800,12.738.969.020.013.500,67.651.089.999.544.500
2024-10-03 11:43:34.645858344,PR,Marketplace,Serviços,Corporativo,Produto_92,6,1.159.087.215.722.340,7.272.029.143.574.690,4.318.843.013.648.730
2024-10-03 11:43:34.645858344,RJ,Online,Informática,Distribuidor,Produto_19,2,4.268.932.748.082.610,3.602.484.754.940.740,6.664.479.931.418.640
2024-10-04 01:44:52.436974792,SP,Marketplace,Eletrônicos,Distribuidor,Produto_53,6,2.086.796.182.744.380,1.213.110.409.120.580,873.685.773.623.801
2024-10-04 08:45:31.332533016,MG,Online,Móveis,Corporativo,Produto_52,14,2.532.092.079.459.510,20.150.398.572.831.900,5.170.522.221.763.210
2024-10-04 08:45:31.332533016,RJ,Representante,Eletrônicos,Varejo,Produto_83,13,9.164.446.115.351.250,7.418.079.735.108.140,17.463.663.802.431.100
2024-10-04 15:46:10.228091232,BA,Loja Física,Eletrônicos,Corporativo,Produto_6,3,1.975.781.198.564.380,16.180.007.454.494.900,35.778.045.311.489.100
2024-10-04 22:46:49.123649456,SC,Marketplace,Serviços,Distribuidor,Produto_17,9,6.524.951.839.500.490,37.162.967.520.792.900,28.086.550.874.212.000
2024-10-04 22:46:49.123649456,SC,Representante,Eletrônicos,Corporativo,Produto_12,10,22.612.100.098.789.800,18.559.034.052.429.500,4.053.066.046.360.320
2024-10-05 05:47:28.019207680,ES,Loja Física,Eletrônicos,Distribuidor,Produto_67,9,8.115.353.667.825.240,5.327.047.520.659.210,27.883.061.471.660.200
2024-10-05 12:48:06.914765904,BA,Marketplace,Informática,Distribuidor,Produto_37,3,9.973.907.601.444.610,645.061.641.807.831,3.523.291.183.366.300
2024-10-05 12:48:06.914765904,PR,Loja Física,Serviços,Varejo,Produto_36,8,8.725.920.507.973.970,5.445.451.456.919.560,3.280.469.051.054.400
2024-10-05 19:48:45.810324128,PR,Online,Serviços,Corporativo,Produto_67,12,2.348.769.712.392.930,1.439.359.902.117.470,9.094.098.102.754.570
2024-10-06 09:50:03.601440576,SP,Loja Física,Informática,Distribuidor,Produto_3,14,28.862.777.250.855.700,22.580.829.338.452.700,6.281.947.912.403.010
2024-10-06 09:50:03.601440576,MG,Online,Acessórios,Distribuidor,Produto_10,2,4.530.425.892.783.860,2.967.228.308.620.040,15.631.975.841.638.100
2024-10-06 16:50:42.496998800,MG,Marketplace,Serviços,Distribuidor,Produto_118,1,2.086.046.841.412.460,14.114.340.408.146.600,6.746.128.005.978.010
